Symbol,Name,Price,Market Cap,Sector,Industry,Score,Status,Fail Codes,Rev Growth,Gross Margin,ROIC,Insider Own,PEG,Z-Score
FTDR,"Frontdoor, Inc.",62.405,4500224000.0,Consumer Cyclical,Unknown,50,Fail,"FAIL_MCAP,FAIL_PRICE,FAIL_GROWTH,FAIL_FLOAT,FAIL_INSIDER",0.134,0.5528,0.36143813599230157,0.00602,1.3617220895522388,3.6781261695415006
HCAT,"Health Catalyst, Inc.",1.145,84256176.0,Healthcare,Unknown,60,Fail,"FAIL_GROWTH,FAIL_ROIC,FAIL_FLOAT,FAIL_INSIDER",-0.062,0.49699003,-0.4194985051416676,0.12121,-16.129032258064516,-3.799266388952111
CNDT,Conduent Incorporated,1.18,182556816.0,Technology,Unknown,40,Fail,"FAIL_GROWTH,FAIL_GM,FAIL_GM_TREND,FAIL_ROIC,FAIL_FLOAT,FAIL_INSIDER",-0.038,0.18146,-0.0920340293890178,0.10989001,-26.315789473684212,-0.15304108407238015
VELO,"Velo3D, Inc.",14.37,353755328.0,Technology,Unknown,70,Fail,"FAIL_GM,FAIL_ROIC,FAIL_PEG",0.654,-0.01835,-1.054484116151331,0.52147996,1.5290519877675839,-3.8660268445821746
IBKR,"Interactive Brokers Group, Inc.",69.1,117483151360.0,Financial Services,Unknown,30,Fail,"FAIL_MCAP,FAIL_PRICE,FAIL_GROWTH,FAIL_PS,FAIL_PEG,FAIL_FLOAT,FAIL_INSIDER",0.152,0.92543,19.594031962198024,0.02803,2.0477713815789476,0.7280177316263367
VITL,"Vital Farms, Inc.",15.2,680916288.0,Consumer Defensive,Unknown,100,Pass,,0.287,0.37617,0.18801066828627672,0.17462,0.3677893728222997,5.218897554296104
GHC,Graham Holdings Company,1072.33,4677958144.0,Consumer Defensive,Unknown,30,Fail,"FAIL_MCAP,FAIL_PRICE,FAIL_GROWTH,FAIL_GM,FAIL_ROIC,FAIL_PEG,FAIL_INSIDER",0.004,0.29927,0.06553526859598895,0.052210003,40.307092499999996,3.135714941430147
BKSY,BlackSky Technology Inc.,26.605,957582976.0,Industrials,Unknown,40,Fail,"FAIL_PRICE,FAIL_GROWTH,FAIL_ROIC,FAIL_PS,FAIL_PEG,FAIL_INSIDER",0.16,0.66875,-0.2276968269680086,0.091239996,6.25,0.1756184586020233
SANM,Sanmina Corporation,126.17,6889498624.0,Technology,Unknown,50,Fail,"FAIL_MCAP,FAIL_PRICE,FAIL_GM,FAIL_FLOAT,FAIL_INSIDER",0.59,0.08493,0.16322265788766743,0.05434,0.510375779661017,2.665855486703375
GD,General Dynamics Corporation,356.08,96280379392.0,Industrials,Unknown,20,Fail,"FAIL_MCAP,FAIL_PRICE,FAIL_GROWTH,FAIL_GM,FAIL_ROIC,FAIL_PEG,FAIL_FLOAT,FAIL_INSIDER",0.078,0.1513,0.13730128694085939,0.00524,2.9528642307692308,4.2959516439094765
HLNE,Hamilton Lane Incorporated,103.49,5775128576.0,Financial Services,Unknown,40,Fail,"FAIL_MCAP,FAIL_PRICE,FAIL_GROWTH,FAIL_GM_TREND,FAIL_PS,FAIL_INSIDER",0.18,0.60234,0.4024540052589759,0.10594,1.0248563333333331,6.194724684972627
BLFS,"BioLife Solutions, Inc.",19.25,929774976.0,Healthcare,Unknown,60,Fail,"FAIL_ROIC,FAIL_PS,FAIL_PEG,FAIL_INSIDER",0.639,0.64562,-0.04672593455702765,0.026349999,1.5649452269170578,15.675897343702097
TCBIO,"Texas Capital Bancshares, Inc.",22.42,0.0,Financial Services,Unknown,50,Fail,"FAIL_MCAP,FAIL_GROWTH,FAIL_GM,FAIL_PS,FAIL_INSIDER",0.191,0.0,0.3658675055557065,0.0,0.29649455497382193,3.0
ARTL,"Artelo Biosciences, Inc.",6.3898,4525627.0,Healthcare,Unknown,30,Fail,"FAIL_MCAP,FAIL_GROWTH,FAIL_GM,FAIL_ROIC,FAIL_PS,FAIL_PEG,FAIL_INSIDER",0.0,0.0,0.0,0.02774,100.0,-47.11140206614855
MTB,M&T Bank Corporation,199.14,29671911424.0,Financial Services,Unknown,20,Fail,"FAIL_MCAP,FAIL_PRICE,FAIL_GROWTH,FAIL_GM,FAIL_PS,FAIL_PEG,FAIL_FLOAT,FAIL_INSIDER",0.047,0.0,0.2383995743471527,0.00328,2.493832340425532,3.0
DGICB,Donegal Group Inc.,16.03,622955008.0,Financial Services,Unknown,60,Fail,"FAIL_GROWTH,FAIL_GM,FAIL_ROIC,FAIL_INSIDER",-0.039,0.101739995,0.1240128718100379,0.00028,-1.885438717948718,3.0
BBD,Banco Bradesco S.A.,3.575,37790298112.0,Financial Services,Unknown,50,Fail,"FAIL_MCAP,FAIL_GROWTH,FAIL_GM,FAIL_FLOAT,FAIL_INSIDER",0.06,0.0,0.41078817889119523,2.0000001e-05,1.453252,3.0
TDTH,Trident Digital Tech Holdings Ltd,0.2099,29231874.0,Technology,Unknown,20,Fail,"FAIL_MCAP,FAIL_GROWTH,FAIL_GM,FAIL_GM_TREND,FAIL_ROIC,FAIL_PS,FAIL_FLOAT,FAIL_INSIDER",-0.903,0.0029499999,-4.305762823744978,0.0,-1.1074197120708749,-9.918612744494874
DNLI,Denali Therapeutics Inc.,20.375,3231301632.0,Healthcare,Unknown,20,Fail,"FAIL_MCAP,FAIL_GROWTH,FAIL_GM,FAIL_ROIC,FAIL_PS,FAIL_PEG,FAIL_FLOAT,FAIL_INSIDER",0.0,0.0,-0.657191735330319,0.09119,100.0,11.520821859998588
ELSE,"Electro-Sensors, Inc.",4.35,15140266.0,Technology,Unknown,60,Fail,"FAIL_MCAP,FAIL_GROWTH,FAIL_ROIC,FAIL_PEG",0.094,0.50679,0.0,0.51893,3.856382978723404,19.318671803391215
COLAU,Columbus Acquisition Corp,10.66,84686128.0,Financial Services,Unknown,40,Fail,"FAIL_GROWTH,FAIL_GM,FAIL_ROIC,FAIL_PS,FAIL_PEG,FAIL_INSIDER",0.0,0.0,0.0,0.03758,100.0,198.1939983408811
FFWM,First Foundation Inc.,5.535,458765152.0,Financial Services,Unknown,60,Fail,"FAIL_GM,FAIL_PEG,FAIL_FLOAT,FAIL_INSIDER",0.246,0.0,,0.059159998,4.0650406504065035,3.0
DE,Deere & Company,575.85,155541274624.0,Industrials,Unknown,0,Fail,"FAIL_MCAP,FAIL_PRICE,FAIL_GROWTH,FAIL_GM,FAIL_GM_TREND,FAIL_ROIC,FAIL_PS,FAIL_PEG,FAIL_FLOAT,FAIL_INSIDER",0.13,0.26248,0.0919162832925205,0.00166,2.4969646153846154,3.150350498036788
MNRO,"Monro, Inc.",15.385,461852480.0,Consumer Cyclical,Unknown,70,Fail,"FAIL_GROWTH,FAIL_ROIC,FAIL_INSIDER",-0.041,0.34767,0.009750380042801977,0.021,-24.39024390243902,1.3687194310330872
SGMO,"Sangamo Therapeutics, Inc.",0.3677,136668496.0,Healthcare,Unknown,30,Fail,"FAIL_GROWTH,FAIL_GM,FAIL_GM_TREND,FAIL_ROIC,FAIL_PS,FAIL_FLOAT,FAIL_INSIDER",-0.988,-2.1910899,-8.607498795765542,0.02019,-1.0121457489878543,-22.240197219813368
VNO,Vornado Realty Trust,26.53,5538114048.0,Real Estate,Unknown,40,Fail,"FAIL_MCAP,FAIL_PRICE,FAIL_GROWTH,FAIL_ROIC,FAIL_FLOAT,FAIL_INSIDER",-0.081,0.50661,0.09723331187114112,0.06579,-0.7798354320987655,0.5239671681829076
TTEK,"Tetra Tech, Inc.",31.46,8205005824.0,Industrials,Unknown,30,Fail,"FAIL_MCAP,FAIL_PRICE,FAIL_GROWTH,FAIL_GM,FAIL_ROIC,FAIL_FLOAT,FAIL_INSIDER",-0.134,0.21542999,0.10564915348271475,0.00497,-1.7652339552238805,4.241038494110342
FRSH,Freshworks Inc.,7.995,2271660800.0,Technology,Unknown,50,Fail,"FAIL_MCAP,FAIL_GROWTH,FAIL_ROIC,FAIL_FLOAT,FAIL_INSIDER",0.145,0.84961,0.0928589874289891,0.07468,0.8752052413793104,0.2880704760418097
EA,Electronic Arts Inc.,200.8,50250944512.0,Communication Services,Unknown,30,Fail,"FAIL_MCAP,FAIL_PRICE,FAIL_GROWTH,FAIL_PS,FAIL_PEG,FAIL_FLOAT,FAIL_INSIDER",0.01,0.78264,0.18731005601046158,0.00209,75.48872,6.801963155997877
EVAX,Evaxion A/S,3.78,31526016.0,Healthcare,Unknown,50,Fail,"FAIL_MCAP,FAIL_GROWTH,FAIL_ROIC,FAIL_PS,FAIL_FLOAT",-1.0,1.0,-5.289020828613196,0.17469,-1.0,-4.319719830008528
CYN,Cyngn Inc.,2.3699,18898486.0,Technology,Unknown,40,Fail,"FAIL_MCAP,FAIL_GM,FAIL_ROIC,FAIL_PS,FAIL_PEG,FAIL_INSIDER",0.471,0.27972,0.0,0.00044,2.123142250530786,-10.23842903949962
KO,The Coca-Cola Company,76.71,329976414208.0,Consumer Defensive,Unknown,30,Fail,"FAIL_MCAP,FAIL_PRICE,FAIL_GROWTH,FAIL_PS,FAIL_PEG,FAIL_FLOAT,FAIL_INSIDER",0.024,0.61626,0.21509114200551796,0.09889,10.513980416666667,5.0052255875129
BDC,Belden Inc.,115.56,4541532160.0,Technology,Unknown,30,Fail,"FAIL_MCAP,FAIL_PRICE,FAIL_GROWTH,FAIL_GM,FAIL_ROIC,FAIL_PEG,FAIL_INSIDER",0.081,0.37993,0.12244798808367661,0.01754,2.4139875308641976,3.0295273555999778
FVCB,"FVCBankcorp, Inc.",14.66,264976800.0,Financial Services,Unknown,70,Fail,"FAIL_GROWTH,FAIL_GM,FAIL_PS",0.102,0.0,0.24491607133967455,0.15052,1.1878139215686276,3.0
BNBX,BNB Plus Corp.,0.7422,4043111.0,Financial Services,Unknown,40,Fail,"FAIL_MCAP,FAIL_GROWTH,FAIL_GM,FAIL_GM_TREND,FAIL_ROIC,FAIL_INSIDER",-0.35,0.29913,-18.483231390488125,0.11934,-7.509370857142858e-05,-130.16482780475687
ANY,Sphere 3D Corp.,1.595,5544756.0,Financial Services,Unknown,30,Fail,"FAIL_MCAP,FAIL_GROWTH,FAIL_GM,FAIL_GM_TREND,FAIL_ROIC,FAIL_PEG,FAIL_INSIDER",0.031,0.23495,-0.2794334611979935,0.00836,32.25806451612903,-13.886238604773657
AEF,"abrdn Emerging Markets ex-China Fund, Inc.",7.715,313240000.0,Financial Services,Unknown,50,Fail,"FAIL_GROWTH,FAIL_ROIC,FAIL_PS,FAIL_FLOAT,FAIL_INSIDER",-0.023,1.0,0.0,4.0000003e-05,-1.464780739130435,3.0
TXG,"10x Genomics, Inc.",17.55,2242052096.0,Healthcare,Unknown,30,Fail,"FAIL_MCAP,FAIL_GROWTH,FAIL_ROIC,FAIL_PS,FAIL_PEG,FAIL_FLOAT,FAIL_INSIDER",0.006,0.6913,-0.10706110577029462,0.01993,166.66666666666669,4.561756093304515
ALRM,"Alarm.com Holdings, Inc.",46.3,2309429248.0,Technology,Unknown,40,Fail,"FAIL_MCAP,FAIL_PRICE,FAIL_GROWTH,FAIL_ROIC,FAIL_PEG,FAIL_INSIDER",0.08,0.66149,0.14936213769286055,0.053260002,2.35264225,2.5546293451666813
IGC,"IGC Pharma, Inc.",0.2788,26496602.0,Healthcare,Unknown,30,Fail,"FAIL_MCAP,FAIL_GROWTH,FAIL_GM_TREND,FAIL_ROIC,FAIL_PS,FAIL_FLOAT,FAIL_INSIDER",-0.536,0.46203,-1.2081778354697388,0.08112001,-1.8656716417910448,-15.324304042187359
SENS,"Senseonics Holdings, Inc.",6.38,266495568.0,Healthcare,Unknown,70,Fail,"FAIL_ROIC,FAIL_PS,FAIL_INSIDER",0.718,0.44709,0.0,0.089090005,1.392757660167131,-9.336280765945837
RNW,ReNew Energy Global Plc,5.255,1913858560.0,Utilities,Unknown,70,Fail,"FAIL_GM_TREND,FAIL_ROIC,FAIL_FLOAT",0.361,0.83769995,0.034357630021678374,0.16454001,0.40435518005540166,0.13421309836503967
LFUS,"Littelfuse, Inc.",336.405,8446346240.0,Technology,Unknown,30,Fail,"FAIL_MCAP,FAIL_PRICE,FAIL_GROWTH,FAIL_GM,FAIL_ROIC,FAIL_PEG,FAIL_INSIDER",0.122,0.38015,-0.27418001562557986,0.01386,8.196721311475411,4.810557783487962
ACIW,"ACI Worldwide, Inc.",39.48,4069914624.0,Technology,Unknown,20,Fail,"FAIL_MCAP,FAIL_PRICE,FAIL_GROWTH,FAIL_GM,FAIL_ROIC,FAIL_PEG,FAIL_FLOAT,FAIL_INSIDER",0.063,0.48991,0.12405661157414338,0.01153,2.9012344444444444,3.465032640591726
CREX,"Creative Realities, Inc.",3.62,38078532.0,Technology,Unknown,40,Fail,"FAIL_MCAP,FAIL_GROWTH,FAIL_GM,FAIL_GM_TREND,FAIL_ROIC,FAIL_INSIDER",-0.27,0.43131,-0.043832640038460484,0.05943,-3.7037037037037037,-0.1630168548706208
HGBL,Heritage Global Inc.,1.28,44469184.0,Financial Services,Unknown,60,Fail,"FAIL_MCAP,FAIL_GROWTH,FAIL_ROIC,FAIL_INSIDER",0.101,0.60873,0.11341539855102378,0.118760005,1.2673266336633662,-1.0673537484821667
SBGI,"Sinclair, Inc.",13.355,956472128.0,Communication Services,Unknown,70,Fail,"FAIL_GROWTH,FAIL_GM_TREND,FAIL_ROIC",-0.167,0.43989,0.038229549632352935,0.1726,-5.9880239520958085,0.9306678920457394
RZLT,"Rezolute, Inc.",2.455,234937824.0,Healthcare,Unknown,30,Fail,"FAIL_GROWTH,FAIL_GM,FAIL_ROIC,FAIL_PS,FAIL_PEG,FAIL_FLOAT,FAIL_INSIDER",0.0,0.0,0.0,0.10244001,100.0,6.913373013119204
BOH,Bank of Hawaii Corporation,71.85,2858558720.0,Financial Services,Unknown,40,Fail,"FAIL_MCAP,FAIL_PRICE,FAIL_GROWTH,FAIL_GM,FAIL_PS,FAIL_INSIDER",0.174,0.0,0.30940224464234173,0.02106,0.8918596551724138,3.0
FUTU,Futu Holdings Limited,146.28,20366198784.0,Financial Services,Unknown,70,Fail,"FAIL_MCAP,FAIL_PRICE,FAIL_FLOAT",0.531,0.94383,0.22551573328708985,0.15935999,0.268761186440678,0.6369616580797921
NNI,"Nelnet, Inc.",126.19,4527060992.0,Financial Services,Unknown,60,Fail,"FAIL_MCAP,FAIL_PRICE,FAIL_GROWTH,FAIL_ROIC",-0.086,0.86474,0.07137010472996358,0.37745,-1.2445509302325581,3.0
TCBX,"Third Coast Bancshares, Inc.",36.945,609067200.0,Financial Services,Unknown,60,Fail,"FAIL_PRICE,FAIL_GM,FAIL_PS,FAIL_INSIDER",0.201,0.0,0.39291925352210855,0.07658,0.4849761691542288,3.0
ACDC,ProFrac Holding Corp.,6.89,1246202496.0,Energy,Unknown,70,Fail,"FAIL_GROWTH,FAIL_GM,FAIL_ROIC",-0.04,0.2509,-0.11783866641118988,0.84345,-25.0,0.49962127546668944
BATRK,"Atlanta Braves Holdings, Inc.",43.28,2766236160.0,Communication Services,Unknown,20,Fail,"FAIL_MCAP,FAIL_PRICE,FAIL_GROWTH,FAIL_ROIC,FAIL_PS,FAIL_PEG,FAIL_FLOAT,FAIL_INSIDER",0.176,0.3019,0.017064362399658566,0.10492,5.6818181818181825,1.3504075874244994
UI,Ubiquiti Inc.,798.485,48324943872.0,Technology,Unknown,50,Fail,"FAIL_MCAP,FAIL_PRICE,FAIL_GM,FAIL_PS,FAIL_PEG",0.358,0.45424998,0.9056775870949215,0.93011004,1.5203851117318437,40.96267905638152
SAFE,Safehold Inc.,14.72,1056259072.0,Real Estate,Unknown,60,Fail,"FAIL_GROWTH,FAIL_ROIC,FAIL_PEG,FAIL_FLOAT",0.057,0.98823,0.04596601399939607,0.22670001,1.6241861403508773,0.7453211281427201
DRVN,Driven Brands Holdings Inc.,10.51,1728413952.0,Consumer Cyclical,Unknown,40,Fail,"FAIL_GROWTH,FAIL_GM_TREND,FAIL_ROIC,FAIL_PEG,FAIL_FLOAT,FAIL_INSIDER",0.066,0.41851002,-0.03336898085230073,0.02179,15.15151515151515,0.3509003719694186
GNL,"Global Net Lease, Inc.",9.814,2151542528.0,Real Estate,Unknown,40,Fail,"FAIL_MCAP,FAIL_GROWTH,FAIL_ROIC,FAIL_PS,FAIL_FLOAT,FAIL_INSIDER",-0.151,0.88316,0.02370532858766151,0.11337,-6.622516556291391,-0.20239074165943363
RBLX,Roblox Corporation,58.78,41657741312.0,Communication Services,Unknown,10,Fail,"FAIL_MCAP,FAIL_PRICE,FAIL_GM,FAIL_GM_TREND,FAIL_ROIC,FAIL_PS,FAIL_PEG,FAIL_FLOAT,FAIL_INSIDER",0.432,0.23753999,-1.0399088316470857,0.04522,2.314814814814815,2.1088503017573306
SBEV,"Splash Beverage Group, Inc.",0.41,1251083.0,Consumer Defensive,Unknown,30,Fail,"FAIL_MCAP,FAIL_GROWTH,FAIL_GM,FAIL_GM_TREND,FAIL_ROIC,FAIL_PEG,FAIL_INSIDER",0.0,-0.36523,0.0,0.02568,100.0,-104.71017576580692
LTRN,Lantern Pharma Inc.,2.26,25276796.0,Healthcare,Unknown,30,Fail,"FAIL_MCAP,FAIL_GROWTH,FAIL_GM,FAIL_ROIC,FAIL_PS,FAIL_PEG,FAIL_INSIDER",0.0,0.0,0.0,0.136,100.0,-2.5882922255775194
MCY,Mercury General Corporation,88.5,4901893632.0,Financial Services,Unknown,60,Fail,"FAIL_MCAP,FAIL_PRICE,FAIL_GROWTH,FAIL_GM",0.141,0.18628,0.334268591828348,0.5203,0.6424355319148938,3.0
FXNC,First National Corporation,25.8,232855184.0,Financial Services,Unknown,70,Fail,"FAIL_PRICE,FAIL_GM,FAIL_INSIDER",0.343,0.0,0.8098100611271396,0.14491001,0.3837686297376093,3.0
MRNO,Murano Global Investments Plc,0.65,51555180.0,Real Estate,Unknown,80,Fail,"FAIL_ROIC,FAIL_PEG",0.239,0.41124,-0.17636939789239597,0.98297,4.184100418410042,-0.8347685340621575
BCO,The Brink's Company,104.1001,4324891136.0,Industrials,Unknown,30,Fail,"FAIL_MCAP,FAIL_PRICE,FAIL_GROWTH,FAIL_GM,FAIL_ROIC,FAIL_PEG,FAIL_INSIDER",0.091,0.25812,0.11257470857319127,0.01197,2.4339514285714285,1.5971885408543403
ALOT,"AstroNova, Inc.",8.97,68516664.0,Technology,Unknown,60,Fail,"FAIL_GROWTH,FAIL_GM,FAIL_ROIC,FAIL_INSIDER",-0.031,0.34293,-0.08978202880167324,0.13656999,-32.25806451612903,2.1577781848223774
CRMD,CorMedix Inc.,6.32,499598496.0,Healthcare,Unknown,80,Fail,"FAIL_FLOAT,FAIL_INSIDER",3.121,0.92914003,0.40567976323993926,0.079780005,0.009926431912848446,1.6807443060960274
CE,Celanese Corporation,60.17,6734392320.0,Basic Materials,Unknown,20,Fail,"FAIL_MCAP,FAIL_PRICE,FAIL_GROWTH,FAIL_GM,FAIL_GM_TREND,FAIL_ROIC,FAIL_FLOAT,FAIL_INSIDER",-0.065,0.20568001,-0.03057971467901389,0.00333,-15.384615384615385,1.3440653442911474
PTN,"Palatin Technologies, Inc.",21.88,38775712.0,Healthcare,Unknown,20,Fail,"FAIL_MCAP,FAIL_GROWTH,FAIL_GM,FAIL_GM_TREND,FAIL_ROIC,FAIL_PS,FAIL_PEG,FAIL_INSIDER",0.0,-0.40243,0.0,0.01086,100.0,-213.17347382511477
EFX,Equifax Inc.,185.56,22711437312.0,Industrials,Unknown,20,Fail,"FAIL_MCAP,FAIL_PRICE,FAIL_GROWTH,FAIL_ROIC,FAIL_PS,FAIL_PEG,FAIL_FLOAT,FAIL_INSIDER",0.092,0.56447,0.08636243502841288,0.0068,3.7912713043478266,3.399399675764478
EVCM,EverCommerce Inc.,10.11,1832728064.0,Technology,Unknown,60,Fail,"FAIL_GROWTH,FAIL_ROIC,FAIL_PEG,FAIL_INSIDER",0.052,0.77575,0.0002565809353988455,0.07638,,1.5720676609048239
BURL,"Burlington Stores, Inc.",307.135,19327086592.0,Consumer Cyclical,Unknown,40,Fail,"FAIL_MCAP,FAIL_PRICE,FAIL_GROWTH,FAIL_PEG,FAIL_FLOAT,FAIL_INSIDER",0.113,0.43834,,0.00641,2.8610619469026544,
SMHI,SEACOR Marine Holdings Inc.,7.47,201329840.0,Industrials,Unknown,70,Fail,"FAIL_GROWTH,FAIL_GM,FAIL_ROIC",-0.25,0.19689,0.049611563914772554,0.20041999,-4.0,0.4911833444672498
MNTN,"MNTN, Inc.",9.34,689971136.0,Technology,Unknown,70,Fail,"FAIL_ROIC,FAIL_PEG,FAIL_INSIDER",0.248,0.77196,0.0,0.10719,4.032258064516129,6.406546130974365
AIG,"American International Group, Inc.",75.445,40708317184.0,Financial Services,Unknown,40,Fail,"FAIL_MCAP,FAIL_PRICE,FAIL_GROWTH,FAIL_ROIC,FAIL_FLOAT,FAIL_INSIDER",-0.072,0.34113997,0.06957695395801267,0.00339,-1.9297370833333336,3.0
JBLU,JetBlue Airways Corporation,4.105,1519341312.0,Industrials,Unknown,60,Fail,"FAIL_GROWTH,FAIL_GM,FAIL_ROIC,FAIL_FLOAT",-0.014,0.22389999,-0.01581508515815085,0.1917,-71.42857142857142,0.5474260036540126
HSLV,Highlander Silver Corp.,5.62,940782656.0,Basic Materials,Unknown,40,Fail,"FAIL_GROWTH,FAIL_GM,FAIL_ROIC,FAIL_PS,FAIL_PEG,FAIL_FLOAT",0.0,0.0,0.0,0.27583998,100.0,134.73501276380668
OPK,"OPKO Health, Inc.",1.2,921241600.0,Healthcare,Unknown,50,Fail,"FAIL_GROWTH,FAIL_GM,FAIL_GM_TREND,FAIL_ROIC,FAIL_FLOAT",-0.192,0.13496,-0.09589652873149564,0.49262002,-5.208333333333334,-0.4700659228237657
UTSI,UTStarcom Holdings Corp.,2.44,23107422.0,Technology,Unknown,50,Fail,"FAIL_MCAP,FAIL_GROWTH,FAIL_GM,FAIL_GM_TREND,FAIL_ROIC",-0.19,0.1983,-2.9954400227872577,0.66089994,-5.2631578947368425,-24.714138654227764
HL,Hecla Mining Company,18.79,12595873792.0,Basic Materials,Unknown,50,Fail,"FAIL_MCAP,FAIL_ROIC,FAIL_PS,FAIL_FLOAT,FAIL_INSIDER",0.795,0.54969,0.13314685221113598,0.05899,0.48235144654088047,8.744044820593766
AIRS,"AirSculpt Technologies, Inc.",2.7704,172974560.0,Healthcare,Unknown,80,Fail,"FAIL_GROWTH,FAIL_ROIC",-0.178,0.63973,-0.010552289233878366,0.27723,-5.617977528089887,1.3733000954998653
LGCB,Linkage Global Inc,1.5,17352162.0,Consumer Cyclical,Unknown,60,Fail,"FAIL_MCAP,FAIL_GROWTH,FAIL_ROIC,FAIL_PS",-0.709,0.72613,-0.2580349234688335,0.81742996,-1.4104372355430186,2.162203034217532
SAM,"The Boston Beer Company, Inc.",231.745,2470023424.0,Consumer Defensive,Unknown,60,Fail,"FAIL_MCAP,FAIL_PRICE,FAIL_GROWTH,FAIL_INSIDER",-0.041,0.48478,0.16241811037035106,0.11371,-5.720968292682926,6.672358346380642
BPYPO,Brookfield Property Partners L.P.,14.9,0.0,Real Estate,Unknown,40,Fail,"FAIL_MCAP,FAIL_GROWTH,FAIL_ROIC,FAIL_PS,FAIL_FLOAT,FAIL_INSIDER",-0.307,0.56779,0.1457844327761496,0.0,-0.2210118338762215,
OPTU,"Optimum Communications, Inc.",1.37,0.0,Communication Services,Unknown,40,Fail,"FAIL_MCAP,FAIL_GROWTH,FAIL_ROIC,FAIL_PS,FAIL_FLOAT,FAIL_INSIDER",-0.023,0.69301003,-0.005686874589124223,0.057600003,-43.47826086956522,0.13170161658617408
LZ,"LegalZoom.com, Inc.",6.255,1108825472.0,Industrials,Unknown,50,Fail,"FAIL_GROWTH,FAIL_ROIC,FAIL_PEG,FAIL_FLOAT,FAIL_INSIDER",0.177,0.65879995,0.0,0.04817,4.4173728813559325,0.3699661436035375
MLCI,Mount Logan Capital Inc.,5.62,72764552.0,Financial Services,Unknown,60,Fail,"FAIL_GROWTH,FAIL_GM,FAIL_GM_TREND,FAIL_INSIDER",-0.154,-0.0104,0.20048025902858654,0.0482,-6.4935064935064934,-0.3262984058859736
TRON,Tron Inc.,1.805,495259648.0,Consumer Cyclical,Unknown,60,Fail,"FAIL_GM,FAIL_ROIC,FAIL_PS,FAIL_PEG",0.26,0.23042999,0.0,0.8885,,290.0056989562759
OFAL,OFA Group,0.4463,6347997.0,Industrials,Unknown,70,Fail,"FAIL_MCAP,FAIL_ROIC,FAIL_PS",4.05,0.36156,-4.332661329656823,0.60098,0.24691358024691357,-3.541404517703585
TEX,Terex Corporation,58.975,6705457152.0,Industrials,Unknown,10,Fail,"FAIL_MCAP,FAIL_PRICE,FAIL_GROWTH,FAIL_GM,FAIL_GM_TREND,FAIL_ROIC,FAIL_PEG,FAIL_FLOAT,FAIL_INSIDER",0.062,0.19388,0.09085291240520176,0.0148599995,2.8564854838709675,2.9184618517724155
SBLX,"StableX Technologies, Inc.",2.6,3785534.0,Consumer Cyclical,Unknown,30,Fail,"FAIL_MCAP,FAIL_GROWTH,FAIL_GM,FAIL_ROIC,FAIL_PS,FAIL_PEG,FAIL_INSIDER",0.0,0.0,0.0,0.01308,100.0,-9.043201432465189
EDIT,"Editas Medicine, Inc.",2.3301,228051552.0,Healthcare,Unknown,30,Fail,"FAIL_GROWTH,FAIL_GM,FAIL_GM_TREND,FAIL_ROIC,FAIL_PS,FAIL_FLOAT,FAIL_INSIDER",-0.192,-1.21997,0.0,0.0026699998,-5.208333333333334,-13.11161053455289
TSAT,Telesat Corporation,40.97,2088089088.0,Technology,Unknown,20,Fail,"FAIL_MCAP,FAIL_PRICE,FAIL_GROWTH,FAIL_GM,FAIL_GM_TREND,FAIL_ROIC,FAIL_FLOAT,FAIL_INSIDER",-0.265,0.49332002,-0.020873862181836466,0.03659,-3.7735849056603774,0.5561690148510394
GCL,GCL Global Holdings Ltd,0.6422,78817752.0,Unknown,Unknown,30,Fail,"FAIL_GROWTH,FAIL_GM,FAIL_GM_TREND,FAIL_PS,FAIL_PEG,FAIL_FLOAT,FAIL_INSIDER",0.0,0.0,0.2227390768700175,0.0,64.22,2.7606863460690305
NSRX,Nasus Pharma Ltd.,2.68,31384968.0,Healthcare,Unknown,40,Fail,"FAIL_MCAP,FAIL_GROWTH,FAIL_GM,FAIL_ROIC,FAIL_PS,FAIL_PEG",0.0,0.0,0.0,0.50025004,100.0,-32.75515997036662
MLR,"Miller Industries, Inc.",43.85,501267584.0,Consumer Cyclical,Unknown,50,Fail,"FAIL_PRICE,FAIL_GROWTH,FAIL_GM,FAIL_ROIC,FAIL_INSIDER",-0.225,0.15234,0.05738290198183576,0.05026,-0.9842872444444445,4.553599673144633
FDUS,Fidus Investment Corporation,18.33,695703488.0,Financial Services,Unknown,50,Fail,"FAIL_GROWTH,FAIL_ROIC,FAIL_PS,FAIL_FLOAT,FAIL_INSIDER",0.125,1.0,0.0829826443193543,0.00851,0.63206896,3.0
HPF,John Hancock Preferred Income Fund II,15.77,340955936.0,Financial Services,Unknown,50,Fail,"FAIL_GROWTH,FAIL_ROIC,FAIL_PS,FAIL_FLOAT,FAIL_INSIDER",-0.02,1.0,0.0,0.00052,-5.7977945,3.0
APM,Aptorum Group Limited,0.804,6547581.0,Healthcare,Unknown,30,Fail,"FAIL_MCAP,FAIL_GROWTH,FAIL_GM,FAIL_GM_TREND,FAIL_ROIC,FAIL_PS,FAIL_PEG",0.0,0.0,0.0,0.16409999,100.0,-6.249595861399479
PFO,Flaherty & Crumrine Preferred Income Opportunity Fund Inc.,9.195,120246008.0,Financial Services,Unknown,50,Fail,"FAIL_GROWTH,FAIL_ROIC,FAIL_PS,FAIL_FLOAT,FAIL_INSIDER",-0.011,1.0,0.0,0.0,-10.319864545454546,3.0
